finca_id,abandon_score,activity_status,median_ndvi,std_deviation,cv_percent,valid_periods
finca_00328,85.0,inactive,0.18423687222107468,0.0860482292844246,46.7,13
finca_00329,85.0,inactive,0.2255943613067118,0.07030826111236728,31.2,12
finca_00330,85.0,inactive,0.13822707277922236,0.12087307074716395,87.4,13
finca_00331,85.0,inactive,0.16352280925025586,0.07070910604776935,43.2,13
finca_00332,85.0,inactive,0.22253870818682336,0.08126683808776998,36.5,13
finca_00333,85.0,inactive,0.1355954507174001,0.09392222224825444,69.3,12
finca_00334,85.0,inactive,0.20921827204418322,0.0761238858187951,36.4,13
finca_00335,85.0,inactive,0.14820859912102854,0.04453889644523684,30.1,12
finca_00336,85.0,inactive,0.2503529118692662,0.07520983461606609,30.0,13
finca_00337,85.0,inactive,0.20707171889179576,0.05671232351553904,27.4,13
finca_00338,85.0,inactive,0.214747167538121,0.06053652205905613,28.2,13
finca_00339,85.0,inactive,0.24689067544706775,0.06140706582514927,24.9,13
finca_00340,85.0,inactive,0.2496042697625935,0.049921831265307054,20.0,13
finca_00341,85.0,inactive,0.20031819873174003,0.035813514194886716,17.9,13
finca_00342,85.0,inactive,0.19544819452849016,0.060912422992340176,31.2,13
finca_00343,85.0,inactive,0.2089236013375721,0.04367350821230272,20.9,13
finca_00344,85.0,inactive,0.24649804173019346,0.060267894904845055,24.4,13
finca_00345,85.0,inactive,0.2525510663256008,0.05263206024901697,20.8,13
finca_00346,85.0,inactive,0.19270736623837753,0.08587023650494692,44.6,12
finca_00347,85.0,inactive,0.21432220434107416,0.04464335311923704,20.8,12
finca_00348,60.2,potential,0.36717971429185114,0.0395651380912737,10.8,12
finca_00349,85.0,inactive,0.28760990838910017,0.03725754636853121,13.0,12
finca_00350,116.7,potential,0.300015179982115,0.04653564538236634,15.5,12
finca_00351,116.8,potential,0.31675390447900414,0.04635034158532913,14.6,12
finca_00352,85.0,inactive,0.28422655779455075,0.04768223404935406,16.8,12
finca_00353,119.2,potential,0.31252377743343523,0.041620924981513874,13.3,12
finca_00354,85.0,inactive,0.16708256893056064,0.04667626581851864,27.9,12
finca_00355,85.0,inactive,0.2310552365593869,0.07144779523086765,30.9,13
finca_00356,85.0,inactive,0.22445299189207507,0.08384477714359606,37.4,13
finca_00357,85.0,inactive,0.23468285972440156,0.054563359538560535,23.2,12
finca_00358,85.0,inactive,0.2833391318244115,0.03148848522053458,11.1,12
finca_00359,85.0,inactive,0.2120507065401045,0.03815795696298705,18.0,12
finca_00360,85.0,inactive,0.19370585114463326,0.055172950047573825,28.5,12
finca_00361,85.0,inactive,0.293980081575984,0.04797641043255955,16.3,13
finca_00362,85.0,inactive,0.29159288799562144,0.09708493588682011,33.3,13
